content,score
"Biasany apa yah kalo ada seperti setelah ganti kata sandi jadi ada peringatan seperti itu email dan kata sandi gak sesuai padahal sudah bnar memasukan kata sandinya biasa solusinya gimana kalo normal masuk ke akun tanpa harus login lwat google, Biasany apa yah kalo ada seperti setelah ganti kata sandi jadi ada peringatan seperti itu email dan kata sandi gak sesuai padahal sudah bnar memasukan kata sandinya biasa solusinya gimana kalo normal masuk ke akun tanpa harus login lwat google saya harap",5
kenapa nggak bisa berhenti berlangganan,1
paketnya aktif BWF+SPOTV tapi tidak ada saluran LIVE BWF sedangkan hari ini ada Live BWF DI INDONESIA 😏🥱🤬,2
seharus nya ada fitur beli paket harian .dan mingguan .bukan hanya bulanan .karna .seperti saya pribadi .perlu nonton bola saat timnas yg main dan mau di lihat .bukan nonton tiap hari buat pengembang aplikasi tolong kasih fitur per hari atau perminggu,1
Vidio Sangatt Memuaskann Untukk Sayaa🤗,5
kok gak bisa masuk lewat no hp ya,2
mantep,4
apknya bagus tapi harus bayar kenapa gak gratis aja kk biar banyak orang yang susah banyak menonton sok ini,5
suka,5
Oooolala...,5
bintang,5
"halo kak, tolong adain sinetron jadul ""emak gue jagoan 1 dan 2"" di apk vidio dong 🙏",5
Saya sdh pilih opsi vidio pilihan saya tapi mengapa koq malah nggak ada .... padahal saya sdh membayar langganan,1
sudah beli paket berulang kali tp tidak muncul. ga bisa kepake paketnya. padahal SDH berhasil,1
sangat kecewa mau nonton sctv amira malah harus bayar dulu maap ah saya hapus saja,2
sudah berlangganan tapi koq masih ada iklan ya?,2
"aplikasi menggunakan prabayar dengan biaya tidak murah,saya mau nonton khusus indosiar aja gk bisa ditoton gimana sih",1
oke banget,5
jangan seenaknya memblokir komen di live. kita bayar pake uang bukan daun,1
kenapa gabisa login pakai nomor hp?,3
bagus,4
"pembelian paket 30 hari tgl 1 juni uang sudah keluar,, hari ini tgl 4 juni ketarik lagi untuk langganan vidio 30 hari, gimana klaimnnya? 🥺, intinya hanya berjarak 3 hari sudah ketarik lagi 😰😰",1
di layar tv jadi hitam,1
enak nonton agz,5
buat nonton byon 5🥊🔥,5
vidio makin mantap,5
"Gak recommended banget, sering ngelag padahal sinyal bagus, film dikit banget, Holywood jadul masih ada aja. Mending langganan Netflix aja",1
"aplikasi errorr sdh langanan, dengerin Radio siaran sdh d mna ini masihhh ngulang terusss terusss tolong per",1
aplikasi bagus buat nonton bola,5
"tiba² potong saldo otomatis,buruk amat",1
"tgl 26 April saya membeli paket PPV Byon Madness, dan hari ini tiba tiba paket itu diperpanjang otomatis sehingga memotong saldo go pay.",1
Sebelum langganan apa bisa nonton film lokal drama asia drama barat???,5
"payah , mau balikin pengembalian dana kaga bisa , masa iya bisa kepotong otomatis kacau kacau",1
"parah sumpah nih aplikasi, aku instal di tv android saya udah langganan juga 350k tapi tiba"" sering banget langganan aku ilang harus di scan Mulu pake akun orang, kalo ngga ya akun nya keluar sendiri nya tiba"", apk aneh",1
"drama korea nya kurang lengkap min perbarui terus dong min film"" baru",5
"JARINGAN GUA PADAHAL AMAN AMAN AJA, BUAT BUKA APLIKASI LAIN BISA DAN LANCAR, TAPI KENAPA PAS BUKA VIDIO MALAH GABISA, LAG MULU, UDAH DI RESET BEBERAPA KALI TETEP AJA",1
lumayan,3
notifikasi yang sangat sangat mengganggu,1
"vidio tv online yg rakus baru dibayarkan tgl 31 Mei 2025 tiba tiba di 3 juni 2025 dipotong lagi dana di ovo, kayak enggak ada member aja, mau bangkrut iya. tks",1
sangat baik,5
aplikasi gak bermutu. bener2 kecewa berlangganan.,1
"kok Main perpanjangan Langganan kok main Potong pulaa, kan saya sudah berhenti langganan 1 Tahun yg lalu",1
download aplikasi ini otw masuk surga,1
sdh beli paket bwf + spotv tp ga bs terbuka indonesia open.,1
"udah langganan buat lihat bulutangkis, eh pas mau lihat Indonesia open malah gak bisa lihat, suruh bayar lagi, padahal udah bayar paket smpe tgl 25 Juni.. koplak nih aplikasi. kapok bayar bulanan... udahlah ambil pulsa tanpa konfirmasi. kalo emailpun belum tentu masalah teratasi.",2
"sya hrap scptny smoga apk vidio dibuat menjadi superapp saja degan menggbungkn dmpet dgital buatn sndiri dri vidio mnjdi satu apk bsa utk smuany byar tghn blanan pembyrn, isi ulang pulsa, kuota interenet uang elektronik dll. anggta 6 poin dan tukar hadiah obroln lngsung panggln vidio dgital ai, dgn mnggunkn resolusi 4k-8k tnpa perlu hrus mengunduh apk lain & berpindah2 apk lagi cukup dgn menggunkn satu bisa multi fungsi semua, sama satu tlong scpat perbarui apk vidio ke versi yg lbih modern lagi",5
4 dulu aja.....soalnya kdang suka ngelag😘😘 tapi suka sih..soalny suka nonton agz di sini...,4
tidak bisa merefund uang pdhl udah memberhentikan langganan hadehhhh,1
aplikasi juga bagus tapi perbaiki itu channel tv di trans 7,4
mantap juga 👍,5
"rugi gue langganan ,cari siaran ulang motogp malah gak dapat",1
keren,5
"main potong pulsa, dana aja, konfirmasi pembayaran dulu jgn main potong pulsa dan perpanjang otomatis",1
payah ngelek terus bayar mahal sering ngelek terus masa kagak bisa nonton film sebenernya udah sesuai yang ada bisa nonton film,1
"vidio bagus dan membantu, bermanfaat",5
"Sudah berlangganan Tapi iklan muncul mulu, maksudnya bagemana wahay aplikator?",2
Okay,5
"Aplikasi sangat baik dan bagus tapi kalo pake data boros banget, 40an menit di aku bisa 300-400 mb an,Tapi kualitas video nya bagus , agak dikurangi dikit karena diaku 400 mb banyak bagi saya yg gk pakai Wi-fi😁😁🙏🙏",4
kenapa ketika saya pakai anicasht gak bisa di buka ya di tampilan layar tv nya gak ada layar video nya padahal kalo buka YouTube bisa tapi apk ini gak bisa tolong jawab,4
"maaf ya min ku kasih satu dulu selama gangguan dan eror"" nya gak upgrade🙏 sinyal penuh tpi masih aj eror liat live cuman denger musik gk ad gambar mohon maaf sinyal full apk juga ter upgrade",1
kenapa yaa gabisa masuk pke no telp?,3
Mantap enak nonton terus bagus,5
"kecewa deh masa udh dftr pket gk bsa nnton, pdhl status udh berlangganan gliran Mai nntkn sruh berlangganan lgi",1
"aplikasinya bagus banget,tapi sebaiknya kalo nontonya di gratiskan yah😁",4
KARENA HARUS BAYAR NONTON SINETRON. 😭😭😭,1
aplikasi ini sangat bagus,5
keren,5
aplikasi payah,1
"secara keseluruhan, aplikasi ini sdh memuaskan dan nyaman digunakan tetapi ada 1 hal yang membuat saya memberi 4 bintang....... terdapat pada tidak kelengkapan episode anime seperti bleach, anime itu seharusnya memiliki 366 episode namun sayangnya di vidio hanya menampilkan 167 episode, kurasa hanya itu kendala saya terimakasih🙏🙏🙏",4
"masa daftar akun pake email tutamail gak bisa,masa semua pake gugel,pakegugel,pakegugel makan aja tu gugel males bosen,gak jadi beli layanan",1
maaf kak kenapa apk vidio saya nggak bisa diputar.?,5
tidak bisa login pake no hp !,1
"saya sudah langganan Tahunan April, tapi Mei Juni Selalu memotong shopee pay saya 🥺🥺",2
"aplikasi nya gak berguna gak bisa nonton streaming, harus berbayar",1
tidak dapat menggunduh secara gratis,5
pokoknya keren keren film nya,5
Okey mantap,5
baru pertama kali coba semoga bagus,5
dipaksa langsung langganan otomatis di bulan berikutnya. padahal cuma pengen beli per bulan. coba taruh pop up permission terlebih dahulu sblm dipaksa langganan otomatis. biar fair customer menyetujui di mobile bug nya jg masih bnyk.,3
giliran udah berlangganan aplikasinya malah gbs dibuka di TV,1
gue ksih bintang 5 cuman gw dri dulu pke ni aplikasi download nya gak berbayar knpa update skrng klau mau download uda gak bisa kecewa banget gw,5
nice app to view movie and sport,5
"ngelag, banyak banget iklan gjls",1
kebanyakan iklan..,2
"eror Mulu, iklannya segudang",3
kenapa ya apknvideo skarang banyak eror nya apalagi kalo lagi nnton live tv sctv asmara gen z sering bnget eror kan kzlll,2
"Mohon diperbaiki masa waktu pas sinetron nya mulai ngedadak ngelag mulu, tapi waktu iklan lancar bangett",3
sering eror,4
Tidak bisakah nonton Booly Wood india di Video??,3
ini kenapa ya...vidio kok ngeleg ngeleg diwaktu filim nya diwaktu iklan lancar banget gk ada ngelegnya sama sekali tolong dong dibenerin lagi,3
"Aku kasih bintang 3 dulu, jika aplikasi nya bagus dan bermanfaaat, nanti Aku kasih 5 bintang... ✌",3
"aplikasi terjelek buat nonton, nggk rekomedasi buat kalian yg pengen nonton lebih baik cari aplikasi lain aja",1
suka ngelag gak jelas,1
Tayangan nya sering nge lag,1
ok,1
"BANYAK BANGET IKLAN NYA SAMPE ADA 12 BIJI UDAH DI SKIP MUNCUL LAGI MUNCUL LAGI, KADANG ADA 1 IKLAN YG GAK BISA DI SKIP JADI MAU GAMAU NUNGGU AMPE SELESAI. KENAPA SIH DOYAN BGT NGASIH IKLAN AMPE BEJIBUN GITU",2
"aplikasinya ngelag bngtt, jd g nyaman buat nonton. kebanyakan iklan juga",1
"banyak iklan belum ada semenit,ngelag terus",1
kebanyakan iklan,1
"Banyak lag dan iklannya, padahal udah langganan.",1
"lag nya tolong di perbaiki, ini sangat lag",2
"bisa gak sih kalau lagi tayang AGZ gak usah pakai drama ngelag mulu ni, bikin gak nyaman nonton",3
nge lag parah tolong di perbaiki lagi,1
mantap,5
lebih efektif,5
walaupun agak bagus tapi buruk kenapa saya beri rating bintang 2 karena di tv saya pas menit nya dan kalau di hp saya menitnya tidak pas ada yg 1 menit 2 menit Mohan ditingkatkan kualitasnya ya terima kasih,2
"Terlalu banyak iklan, tolong di perbaiki lagi",3
nonton jadi asik,5
saya melihat kk saya sering menonton asmara geng z pke aplikasi ini katnya bagus,5
"akun ga bisa terhubung akun vidio indihome, di indihome no hp sudah terhubung, di vidio hp masuk pakai no hp malah masuk seolah akun lain terpisah. sama aplikasinya tapi ga bisa terhubung. ga tau ini maunya double langganan apa ya.",1
makasih yaa atas aplikasi ini saya bisa melanjutkan tontonan saya yng ketinggalan,5
mantap,5
susah dapet otp sms,1
HARGANYA GA NGOTAK LAGI KALO MAU LANGGANAN MAU HAJI LU ?,1
cuma dapet notif langsung auto run nih apps jadi pas main gim tiba tiba masuk ke vidio bikin ngelag aja,1
"lagi nyiapin paket buat kamu, lah di pikir nyiapin nasi tumpeng loading lama sekali",1
"APLIKASI SUDAH SAYA HAPUS UNTUN WAKTU YANG LUMAYAN LAMA, TAPI TIBA-TIBA SALDO SAYA DIAMBIL TANPA PERSETUJUAN DARI DIRI SAYA, SAYA SANGAT KECEWA",1
"mau berlangganan gagal terus, padahal pulsa udh jauh melebihi harga paket",2
cacat masih gabisa login pake nomer hp,1
masa ga bisa login di laptop pake email kampus. email kampus gw langsung gabisa di verifikasi kocak.,1
sering delay,3
Gambarnya kurang bagus kalo di Androidtv gak sebagus di aplikasi preme video,3
bagus,5
"Dari dulu tiap pake vidio, buffering mulu, padahal wifi rumah kenceng, nyoba pake kuota juga ttp sama, jelek poll, buffering terus, maju sedetik, buffering 10-20 detik bahkan bisa lebih, kadang juga sampe gak ke puter sama sekali, di test di aplikasi nonton berbayar yang lain, bagus² aja, gaada kendala buffering, nyoba juga buka google, yt, lancar, balik lagi ke apk vidio ehh buffering lagi, kalo bukan buat nonton Persib dari dulu, gabakalan langganan terus, padahal saya beli langganan juga",1
ok,5
bagus,5
Bagus isinya.,5
"aplikasi jelek, tayangan AGZ banyak scene keren di-cut, iklan satu jam",1
kalau cari vidio horor indonesia dimana min..kurang komplit y..maaf min g bisa kasih bintang..karena film indonesia msh g komplit,1
aplikasi sudah di unistall namun otomatis pembayaran masih memotong,1
"udah langganan tapi setiap mau nonton ada iklan bikin muak aja, sampah",1
Kak perbaiki bug nya saya gak bisa membeli paket nya padahal pulsa ada tapi gak terbeli gak tau kenapa gak bisa,1
"bisa gk kode otp dikirim melalui sms aja atau ada pilihan nya lewat wa atau sms , karena saya tidak pake whatsapp!!!",1
bagus,5
saya udah berlangganan tapi kok ada iklannya. di tv juga hadeuhh tambah pusing juga nih,1
aplikasi yang bagus memiliki filem untuk ditonton dan semuanya pun lengkap😚😍,5
"udah tidak berlangganan malah main sedot2 saldo orang aja, hati2 sm aplikasi ini",1
buat yang gratisan gausah kejam kejam juga kali iklannya😭,4
banyak iklan.,1
keren..bsa menonton dengan baik,5
"Bisakah pengembalian dana? saya lupa stop berlangganan, tiba tiba saldo terpotong",5
"saya baru saja berlangganan lewat pembelian dari kartu yang gratis vidio platinum 30 hari, pas saya klaim bonus vidio berhasil, tetapi jika login bacaan nya akunmu sudah tidak aktif. Ini gmna yaa pihak Vidio tolong dong",1
paling kesel ini nonton disini sering banget buffringnya sih padahal pake koneksi yang sama sampe2 pake koneksi di kartu perdana yang lebih stabil dan 5G tapi tetep buffring mulu jadi kesel yang ada nonton disini tuh padahak alpikasi sebelah gk byffring tuh walaupun pake resolusi yang tinggi jadi yesel beli paket disini tolong di perbaikai supaya tidak buffring mulu tiap menitnya,1
"mantaf ada perubahan dari vidio terbaru ,saranya sih,,apk lebih,di ringankan lagi,dan paketnya jangan terlalu mahal dipermudah layanan nya ,mudah dan praktis apknya dalam penggunaan.terima kasih",5
"padahal apk ny udh bgs cuman banyak iklan, 1 video iklan nya 999",1
gabisa nonton video yang udh didownload,1
suka sekali nton guys,5
ini kenapa ya setelah update kok malah gak bisa aktifin paket lagi vidio nya,2
Saya login ulang setelah di logut di hp pakai no hp tapi SMS verifikasi tidak masuk. Padahal baru beli 3 hari dan baru sekali dipakai untuk nonton bola. Huft rugi beli paketan 80rb sebulan jadi ga bisa pakai lagi,1
OK,5
harus kuat banget sinyalnya,3
"sangat kecewa dgn aplikasi vidio,siaran lokal seperti trans TV dan Trans7 harus bayar dulu Bru bisa nnton siarannya,sdh beli paket data mahal trs nnton hrs bayar lagi Waduuuh aplikasi apaan ni,mau cepat naik haji kali ya,trs iklannya terllu bnyk muncul di layar,bikin gak nyaman,kita yang nonton iklan mereka yg dapat bayaran keterlaluan padahal setiap siaran ada jeda iklan juga,kenapa harus di munculin di layar lagi bikin ribet aja terkadang jengkel juga tiba2 iklan muncul,tolong hapus iklannya",1
layan seru,5
ok,5
"baru kali ini nemu aplikasi miskin kek gini. app lain kl udah premium/berlangganan itu udah bebas iklan dan nonton dengan nyaman. ini. udah berlangganan, udah jadi video gold tetep aja iklannya muncul. stupid 👎👎👎",1
makin kesini makin buruk vidio,1
hadeh ngisi dana mau beli makan malah perpanjang otomatis video heeeehh,1
"banyak banget iklannya hampir 2 menit sekali dan itu juga iklannya lama 30 detik, 2-3 kali",1
apakah ini online atau offline?,3
"bintang 1 dulu krna skrg kok ga bisa login pakai nomer hp?? sll disaranin pake akun google,klo gtu bisa hangus paket platinum saya.",1
tidak bisa login menggunakan nomor telepon,2
"bagus lengkap ada serial, film, saluran tv, acara olahraga cm kurang discovery",5
"tolol.. langganan platinum malah iklan banyak.. yg punya aplikasi kurang duit,, iklan segabrek",1
jelek apk nya ga ada film horor malah film lama semua pdhl udh berlangganan sngat kecewaaa,1
banyak iklan,3
tolong perban saat mau nonton sering geleng,4
Sangat bagus 👍,5
"Terlalu sering buffering. Padahal, jaringan internet saya lancar",3
keren dan lengkap nian film semi nya,5
Suka,4
suka,2
kok gk ada RCTI yaa😭,1
cukup baik,5
"udah beli paket platinum vidio di Telkomsel tapi malah ga bisa login pake nomor hp, rugi dong 🥲",1
"knp sih apk ini doang buffering mlu pdhl sinyal full dan nntn pake low quality, ping jg 28ms aneh",2
"Bagusss,,, tapii iklannya banyak sekaliii",4
baru juga perpanjang berlangganan tapi malah seting error trus... maksimal kan dong,2
ngak bisa di buka,1
"aplikasi nya udah bagus banget, semua film, drama, ada cuman untuk series per bl an thailand belum ada, tolong ditambah kan lagi series² per bl an🙏",4
ok mantap,5
keren 👍👍👍,5
udh ga jelas aplikasi makin berbayar aja semua padahal di tonton udh dapet uang,1
iklan nya banyak banget,4
aplikasi bagus tp knp saat saya mau membeli paket platinum tiba tiba sdh ad pembayaran sebelum saya membeli dan gopay saya berkurang tp aplikasi vidio blm terbayar,2
aplikasinya gak gratis (bayar) tapi aku enggak punya uang sedangkan aku mau nonton tv,1
"Nih Apk Kalo Ngasih Iklan Gak Ngotak Ya, Mau Nonton Siaran TV Dikasih 3 Iklan Yang Durasinya 30 Detik Gak Bisa Di Skip Semua, Nonton Iklan Doang 1 Menit Udah Gitu Ditawarin Paket Mulu, Sory Gak Tertarik Gw Sama Paket Yang Ditawarkan",1
bagus sih tpi liat vdio kok harus beli paket tolong di perbaiki lagii soal nya lagi seruu nontonn,3
berikan lah kemudahan pada kami dalam menonton biyon kombat,5
flim bagus,5
bagus,5
bagus,5
bagus,5
kurang lengkap,3
bagus bgt,5
suka bangett sama apk ini💗💗💗💗💗💗💗💗💗,5
ko skrg ga bisa pakai nomer bos..terus akun langganan sy hilang tiba2,5
"bagus cuman bebayar, orang yang membutuhkan tidak diprioritaskan",2
bagus sekali haru dulu nonton aha,5
iy bagus,5
😍,5
"senang bangett,,jadi GK ketinggalan nonton sinetron",5
saya udah berlangganan tapi knpa gak bisa nntn film nya padahal tadi malam baru aja nntn film yg berlangganan pagi ini mau lanjut nntn udah gak bisa di tonton lagi,2
filmnya lawas semua. drama Cina juga gak ada nyesel langganan,3
kebanyakan iklas udah nonton bayar tapi iklan dimana mana gajelas,1
